FROM_BUS,TO_BUS,BR_X,RATE_A
4155,6263,0.18962101774530374,40000.0
4155,6277,0.1725468028889166,40000.0
4155,6292,0.22407191095023743,40000.0
4155,7018,0.20202571181234236,40000.0
4155,7414,0.370511988285893,40000.0
4159,4168,253.80710659898477,250.0
4159,4168,253.80710659898477,250.0
4159,4168,253.80710659898477,250.0
4159,4168,253.80710659898477,250.0
4167,4186,15.725743041358706,149.0
4170,4180,28.034763106251752,149.0
4173,7030,9.594166746618058,149.0
4178,6253,8.60733344809778,149.0
4181,7274,13.84083044982699,443.0
4184,4191,11.964584828906437,221.0
4184,4191,11.964584828906437,221.0
4184,4194,22.114108801415306,250.0
4184,4194,22.114108801415306,250.0
5262,5263,58.3192395171167,40000.0
5262,5360,3.224974200206398,40000.0
5262,5444,38.9211069162807,40000.0
5262,6003,2.227915784783335,40000.0
5262,6063,0.22704583624046604,40000.0
5262,6214,0.5100874902063202,40000.0
5262,6215,1.9807589079679988,40000.0
5262,6216,0.8811737233995683,40000.0
5262,6263,0.251312163634376,40000.0
5262,6277,0.33767630079664596,40000.0
5262,6292,2.5501031516724852,40000.0
5262,6293,0.219040680673296,40000.0
5262,7018,0.2850397188596245,40000.0
5262,7150,0.4760111786465193,40000.0
5262,7414,0.29469090754780036,40000.0
5262,8030,0.20253193270349953,40000.0
5262,8071,5.420553655350358,40000.0
5262,8088,2.6905950250897983,40000.0
5262,8129,4.404956457005422,40000.0
5262,8130,1.7666315106996036,40000.0
5262,8131,3.4543149575291974,40000.0
5263,5360,4.5194880323956905,40000.0
5263,5444,54.540496318516496,40000.0
5263,6003,3.121790409235505,40000.0
5263,6027,0.13428460547854335,40000.0
5263,6063,0.3181156356697972,40000.0
5263,6214,0.7148202977512468,40000.0
5263,6215,2.7757884627128337,40000.0
5263,6216,1.2348575591805484,40000.0
5263,6263,0.3521810041314353,40000.0
5263,6277,0.47314634274437184,40000.0
5263,6292,3.5731896434671375,40000.0
5263,6293,0.3068910858880738,40000.0
5263,7018,0.39945594100834664,40000.0
5263,7150,0.6670335351109777,40000.0
5263,7414,0.41297433199336925,40000.0
5263,8030,0.283789302335217,40000.0
5263,8071,7.596475235490732,40000.0
5263,8088,3.770483149710804,40000.0
5263,8129,6.170972977309332,40000.0
5263,8130,2.4748738433058373,40000.0
5263,8131,4.839217014687024,40000.0
5263,8143,0.11347757240606723,40000.0
5360,5444,13.57238833317499,40000.0
5360,6003,7.924055848745621,40000.0
5360,6027,0.2260618577582621,40000.0
5360,6063,0.8950347944776353,40000.0
5360,6214,0.4121753294929584,40000.0
5360,6215,1.6005505894027545,40000.0
5360,6216,0.7120311186080076,40000.0
5360,6263,0.11856645098243568,40000.0
5360,6277,0.3870171235726324,40000.0
5360,6292,3.45020321696948,40000.0
5360,6293,0.4323249354214628,40000.0
5360,6294,0.10485844843470453,40000.0
5360,7018,0.25099198306506887,40000.0
5360,7150,0.4906304306655795,40000.0
5360,7414,0.21098230407022844,40000.0
5360,8030,1.1543678393119967,40000.0
5360,8071,5.323197964409099,40000.0
5360,8088,16.849483563328786,40000.0
5360,8129,1.777436509967864,40000.0
5360,8130,0.7127980030251148,40000.0
5360,8131,1.3938544955292116,40000.0
5360,8143,0.2139539023480157,40000.0
5444,6003,6.017535097273455,40000.0
5444,6027,0.2194693450705539,40000.0
5444,6063,0.7002448055840321,40000.0
5444,6214,0.8906266003446727,40000.0
5444,6215,3.4582929865818235,40000.0
5444,6216,1.538442603783338,40000.0
5444,6263,0.42267910075866666,40000.0
5444,6277,0.6365672221352247,40000.0
5444,6278,0.13404638862943466,40000.0
5444,6292,4.944718052176665,40000.0
5444,6293,0.47310112583874914,40000.0
5444,6294,0.11733318564996366,40000.0
5444,7018,0.5112803790019194,40000.0
5444,7150,2.4622960911049554,40000.0
5444,7414,0.514590440041723,40000.0
5444,8030,0.7426998178157347,40000.0
5444,8071,17.530942112829145,40000.0
5444,8088,10.281190561867064,40000.0
5444,8129,21.174776606106807,40000.0
5444,8130,8.493434575073467,40000.0
5444,8131,16.604951596566096,40000.0
5444,8143,0.34778447378817984,40000.0
6003,6027,1.0121109192598636,40000.0
6003,6063,3.18393260251467,40000.0
6003,6103,0.32571284699411013,40000.0
6003,6196,0.302104672622761,40000.0
6003,6214,0.873203819742789,40000.0
6003,6215,3.390658058916074,40000.0
6003,6216,1.508361602543701,40000.0
6003,6218,0.28206890774174787,40000.0
6003,6263,0.29407024985384705,40000.0
6003,6277,1.4841067013353992,40000.0
6003,6278,0.4234100001820663,40000.0
6003,6292,244.49877750611248,2768.0
6003,6292,13.29433661260303,40000.0
6003,6293,2.046307948883227,40000.0
6003,6294,0.501796179424249,40000.0
6003,7018,0.7968057650490712,40000.0
6003,7150,0.20921079828982722,40000.0
6003,7414,0.6082928565128396,40000.0
6003,8030,1.0122984134246966,40000.0
6003,8071,3.128940509454094,40000.0
6003,8088,19.71725456947375,40000.0
6003,8129,0.8298238698836172,40000.0
6003,8130,0.3328924727352743,40000.0
6003,8131,0.6507239303725394,40000.0
6003,8143,0.21982829212102425,40000.0
6004,6102,48.78048780487805,1400.0
6005,6012,17.57469244288225,221.0
6005,6012,17.57469244288225,221.0
6005,6117,20.064205457463885,221.0
6005,6117,20.064205457463885,221.0
6012,6027,22.20741727737064,221.0
6012,6027,22.20741727737064,221.0
6014,6096,17.28608470181504,98.0
6014,6133,21.57031924072476,149.0
6014,6139,17.091095539224064,98.0
6027,6063,0.1794574677725793,40000.0
6027,6196,0.1909906282808609,40000.0
6027,6214,0.1620360018070255,40000.0
6027,6215,0.6290629603954542,40000.0
6027,6216,0.2798156910006517,40000.0
6027,6218,0.17091305857805805,40000.0
6027,6277,0.6278736994381158,40000.0
6027,6278,0.22891393614308403,40000.0
6027,6292,3.908845717859516,40000.0
6027,6293,0.9707842480547911,40000.0
6027,6294,0.31474065841857296,40000.0
6027,7018,0.24807253839480695,40000.0
6027,7414,0.17862437794060382,40000.0
6027,8088,0.4126243237087334,40000.0
6029,6215,0.2687962497547234,40000.0
6029,6216,0.11955886127836399,40000.0
6029,6263,2.407399382742798,40000.0
6029,6277,0.5496577281326918,40000.0
6029,6292,0.6903355099611963,40000.0
6029,6329,12.777919754663941,149.0
6029,7018,0.5956656981142415,40000.0
6029,7414,0.7567244425778574,40000.0
6030,6172,45.558086560364465,443.0
6030,6188,12.640626975097964,443.0
6030,7274,17.711654268508678,443.0
6031,6173,12.19958521410272,98.0
6062,6075,137.74104683195594,2020.0
6062,7199,85.25149190110828,2020.0
6063,6103,1.9290086245975606,40000.0
6063,6214,0.11501725028719807,40000.0
6063,6215,0.4465663291667206,40000.0
6063,6216,0.1986480411614633,40000.0
6063,6277,0.2472383476566749,40000.0
6063,6292,2.226938382841885,40000.0
6063,6293,0.35646620789465705,40000.0
6063,7018,0.12489101697631105,40000.0
6063,8030,9.409904865861806,40000.0
6063,8071,0.3714391521381338,40000.0
6063,8088,2.0910834112261902,40000.0
6063,8129,0.11145767016019588,40000.0
6063,8143,2.7463096464126333,40000.0
6064,6341,17.03867779860283,149.0
6075,6101,242.13075060532688,2020.0
6075,7018,53.61930294906166,2020.0
6076,6102,39.88831272437176,850.0
6076,6188,26.497085320614737,443.0
6077,6135,21.64033758926639,149.0
6077,6311,21.715526601520086,149.0
6092,6265,7.454342154304883,221.0
6092,6340,10.765421466250404,221.0
6096,6196,11.183180496533215,149.0
6096,6215,0.19995365074375762,40000.0
6096,6263,0.2070212070454285,40000.0
6096,6277,0.87079644784713,40000.0
6096,6292,0.6189378902016562,40000.0
6096,6340,7.334604664808566,98.0
6096,6340,3.628052098828139,40000.0
6096,7018,0.5924402257434236,40000.0
6096,7414,0.4457581432211999,40000.0
6103,6117,16.65278934221482,221.0
6103,6117,16.65278934221482,221.0
6103,6292,0.23263582908152583,40000.0
6103,8030,0.39058838233915566,40000.0
6103,8088,0.1608615745935229,40000.0
6103,8143,0.23650647767591704,40000.0
6122,6327,13.154433043935805,98.0
6122,7337,7.539203860072376,98.0
6133,6190,16.488046166529266,149.0
6135,6195,13.392259274139548,149.0
6139,6339,9.830908375933936,98.0
6151,6190,15.078407720144751,221.0
6151,6311,10.931351114997815,149.0
6151,6327,8.091269520187717,150.0
6158,6341,14.52643811737362,98.0
6158,8104,19.1131498470948,98.0
6173,6265,69.97900629811056,250.0
6173,7020,10.602205258693807,98.0
6188,7305,18.51508979818552,460.0
6189,6327,9.043226623259178,98.0
6195,7314,16.452780519907865,149.0
6196,6215,0.26629364253220755,40000.0
6196,6216,0.1184410878766545,40000.0
6196,6218,1.0116818907929865,40000.0
6196,6277,0.6030144693321917,40000.0
6196,6278,0.36193382691455755,40000.0
6196,6292,1.8478959856307606,40000.0
6196,6293,0.5435769318995948,40000.0
6196,6294,3.9132663643016197,40000.0
6196,7018,0.16576292718763966,40000.0
6196,7414,0.11589626171971973,40000.0
6196,8088,0.11879890505425189,40000.0
6214,6215,10.903222992716648,40000.0
6214,6216,4.85055441837002,40000.0
6214,6263,0.3805799200706052,40000.0
6214,6277,1.0022189126726573,40000.0
6214,6278,0.17230440951106554,40000.0
6214,6292,10.075668268697921,40000.0
6214,6293,0.489255700195849,40000.0
6214,6294,0.11451080982044706,40000.0
6214,7018,0.9177730420688808,40000.0
6214,7414,0.8192369954319345,40000.0
6214,8071,0.3374177755058314,40000.0
6214,8088,0.47684193309812306,40000.0
6214,8129,0.12521273643921021,40000.0
6215,6216,18.83629377083765,40000.0
6215,6218,0.2972590633545269,40000.0
6215,6263,1.4776985731342578,40000.0
6215,6277,3.8914594140240415,40000.0
6215,6278,0.6689562810312095,40000.0
6215,6292,39.12210007433199,40000.0
6215,6293,1.8996563521658933,40000.0
6215,6294,0.4445663544180781,40000.0
6215,6340,0.23492878955995253,40000.0
6215,7018,3.5638934823515993,40000.0
6215,7414,3.181137129278232,40000.0
6215,8030,0.16109882285090144,40000.0
6215,8071,1.3102605190990124,40000.0
6215,8088,1.8516563992319328,40000.0
6215,8129,0.4860947729256878,40000.0
6215,8130,0.19496035286264182,40000.0
6215,8131,0.3811892265251286,40000.0
6216,6218,0.13221827491907912,40000.0
6216,6263,0.6573424826642353,40000.0
6216,6277,1.7311071295647131,40000.0
6216,6278,0.29756732758353904,40000.0
6216,6292,17.403713952557474,40000.0
6216,6293,0.8450470944745752,40000.0
6216,6294,0.19775078259872214,40000.0
6216,6340,0.10449083860898871,40000.0
6216,7018,1.5854594344349107,40000.0
6216,7414,1.4151617600649844,40000.0
6216,8071,0.5828908705883176,40000.0
6216,8088,0.82373612107603,40000.0
6216,8129,0.21621813296074627,40000.0
6216,8131,0.16955647417485342,40000.0
6218,6277,1.0509268649485415,40000.0
6218,6278,24.48579823702253,149.0
6218,6278,0.7257120505211702,40000.0
6218,6292,1.8674624546673488,40000.0
6218,6293,0.652468942478338,40000.0
6218,6294,1.6775849487078405,40000.0
6218,7018,0.24576165592237667,40000.0
6218,7414,0.1688522051844719,40000.0
6218,8088,0.11192053284022639,40000.0
6253,6329,15.413070283600495,149.0
6263,6277,2.929939291657877,40000.0
6263,6278,0.27090668131729995,40000.0
6263,6292,3.7387370546229484,40000.0
6263,6293,0.36591943478620426,40000.0
6263,6340,0.24323017455170245,40000.0
6263,7018,3.2574563175107816,40000.0
6263,7274,21.285653469561517,750.0
6263,7414,4.571825667143661,40000.0
6263,8071,0.10142481581253449,40000.0
6263,8088,0.15018641137379715,40000.0
6277,6278,4.84665193284479,40000.0
6277,6292,15.885875867765968,40000.0
6277,6293,4.098360655737705,40000.0
6277,6294,1.0061090944213262,40000.0
6277,6340,1.0231068686279625,40000.0
6277,7018,10.167664792427123,40000.0
6277,7414,6.742451825181709,40000.0
6277,8071,0.2324356513521014,40000.0
6277,8088,0.6300800201625607,40000.0
6278,6292,3.318830046032173,40000.0
6278,6293,1.1471494483358302,40000.0
6278,6294,0.5990488302673016,40000.0
6278,7018,0.9234727376995739,40000.0
6278,7414,0.6113538185770863,40000.0
6278,8088,0.17213226781164462,40000.0
6292,6293,16.710950685984525,40000.0
6292,6294,3.083735760850124,40000.0
6292,6340,0.727198156407234,40000.0
6292,7018,11.33542660878042,40000.0
6292,7150,0.12248803077585266,40000.0
6292,7414,8.332014097767853,40000.0
6292,8030,0.5130083528020003,40000.0
6292,8071,2.0272749572751803,40000.0
6292,8088,5.627652031019617,40000.0
6292,8129,0.6946735902467828,40000.0
6292,8130,0.27868023727950125,40000.0
6292,8131,0.5447456827542778,40000.0
6292,8143,0.11994063418370443,40000.0
6293,6294,0.9034419330766353,40000.0
6293,7018,1.1958675600594588,40000.0
6293,7414,0.8214780361417476,40000.0
6293,8071,0.20724366342136907,40000.0
6293,8088,0.8100228993473645,40000.0
6294,6339,36.873156342182895,98.0
6294,7018,0.2779236877138276,40000.0
6294,7414,0.19372178684326863,40000.0
6294,8088,0.1977557099983705,40000.0
6340,7018,0.6960681200104967,40000.0
6340,7414,0.523726376012494,40000.0
6341,7202,15.969338869370805,149.0
7001,7044,23.255813953488374,98.0
7001,7149,15.313935681470138,98.0
7001,7337,9.650646593321753,98.0
7002,7104,1428.5714285714287,3146.0
7002,7227,136.79890560875515,3146.0
7002,7366,529.1005291005291,2020.0
7003,7264,62.189054726368155,523.0
7004,7075,72.15007215007215,250.0
7004,7075,72.15007215007215,250.0
7004,7075,72.15007215007215,250.0
7004,7106,73.90983000739098,221.0
7004,7106,73.90983000739098,221.0
7004,7106,73.90983000739098,221.0
7004,7106,73.90983000739098,221.0
7004,7345,24.783147459727388,221.0
7004,7345,24.783147459727388,221.0
7004,7345,24.783147459727388,221.0
7010,7182,8.783487044356608,98.0
7010,7202,43.59197907585004,149.0
7010,7233,56.72149744753261,149.0
7011,7254,24.950099800399197,149.0
7011,7300,40.32258064516129,149.0
7012,7116,27.570995312930798,221.0
7012,7343,23.820867079561694,221.0
7013,7201,33.11258278145695,221.0
7013,7201,33.11258278145695,221.0
7013,7425,47.82400765184123,221.0
7014,7100,30.778701138811943,221.0
7014,7100,30.778701138811943,221.0
7014,7124,25.926886180969664,98.0
7014,7217,42.17629692113033,221.0
7016,7365,21.54243860404998,221.0
7016,7365,21.54243860404998,221.0
7016,7365,21.54243860404998,221.0
7016,7365,21.54243860404998,221.0
7016,7368,73.04601899196493,221.0
7016,7368,73.04601899196493,221.0
7016,7368,73.04601899196493,221.0
7016,7402,46.64179104477612,221.0
7016,7402,46.64179104477612,221.0
7017,7089,54.7645125958379,221.0
7017,7183,22.614201718679332,221.0
7017,7229,24.218939210462583,221.0
7017,7229,24.218939210462583,221.0
7017,7229,24.218939210462583,221.0
7017,7241,59.916117435590174,149.0
7017,7385,52.02913631633716,221.0
7017,7385,52.02913631633716,221.0
7018,7042,377.35849056603774,2020.0
7018,7414,213.67521367521366,2295.0
7018,7414,8.041817450743867,40000.0
7018,8071,0.17273648272246514,40000.0
7018,8088,0.3635887665614684,40000.0
7019,7043,62.22775357809584,443.0
7019,7274,42.22972972972973,443.0
7026,7072,48.379293662312534,221.0
7026,7072,48.379293662312534,221.0
7026,7259,13.764624913971094,221.0
7026,7273,26.17801047120419,221.0
7026,7273,26.17801047120419,221.0
7027,7157,64.14368184733803,221.0
7027,7157,64.14368184733803,221.0
7027,7234,53.022269353128316,149.0
7027,7245,23.479690068091102,149.0
7027,7431,14.954389113204726,149.0
7028,7147,130.20833333333334,300.0
7028,7147,130.20833333333334,300.0
7028,7220,43.6871996505024,221.0
7028,7240,63.775510204081634,221.0
7028,7330,35.19887363604364,221.0
7029,7274,28.121484814398197,443.0
7029,7407,37.467216185837394,443.0
7029,7415,63.33122229259024,443.0
7035,7040,18.511662347278783,523.0
7035,7056,64.64124111182934,443.0
7035,7390,66.44518272425249,548.0
7035,8031,19.4325689856199,548.0
7036,7128,44.88330341113106,149.0
7036,7431,32.02049311559398,221.0
7036,7431,32.02049311559398,221.0
7037,7047,341.29692832764505,2020.0
7037,7428,81.16883116883116,2768.0
7038,7126,108.22510822510823,750.0
7038,7126,108.22510822510823,750.0
7038,7184,41.339396444811904,647.0
7038,7409,160.7717041800643,750.0
7038,7409,160.7717041800643,750.0
7039,7101,50.30181086519114,221.0
7039,7101,50.30181086519114,221.0
7039,7101,50.30181086519114,221.0
7039,7397,14.332807797047442,240.0
7040,7077,46.317739694302915,750.0
7040,7077,46.317739694302915,750.0
7041,7238,16.337199803953602,149.0
7041,7394,18.857250612860646,221.0
7041,7394,18.857250612860646,221.0
7042,7058,136.79890560875515,2295.0
7044,7416,20.729684908789388,98.0
7047,7199,340.13605442176873,2020.0
7048,7228,150.37593984962407,548.0
7048,7342,76.39419404125286,548.0
7049,7089,21.381227282446012,221.0
7049,7315,32.90556103981573,221.0
7049,7315,32.90556103981573,221.0
7049,7315,32.90556103981573,221.0
7050,7090,44.07227853680035,221.0
7050,7090,44.07227853680035,221.0
7050,7251,20.916126333403053,149.0
7051,7086,21.50537634408602,149.0
7051,7181,27.739251040221916,98.0
7051,7276,59.665871121718375,221.0
7051,7365,80.45052292839904,221.0
7051,7365,80.45052292839904,221.0
7052,7053,15.593326056447841,221.0
7052,7053,15.593326056447841,221.0
7052,7053,15.593326056447841,221.0
7052,7183,26.164311878597594,221.0
7052,7221,24.875621890547265,149.0
7052,7256,60.422960725075534,221.0
7052,7256,60.422960725075534,221.0
7053,7348,66.35700066357002,250.0
7053,7348,66.35700066357002,250.0
7053,7348,66.35700066357002,250.0
7054,7086,16.084928422068522,98.0
7054,7243,27.770063871146903,221.0
7054,7387,30.959752321981423,98.0
7055,7124,41.00041000410004,221.0
7055,7124,41.00041000410004,221.0
7055,7188,102.24948875255623,221.0
7055,7188,102.24948875255623,221.0
7055,7188,102.24948875255623,221.0
7055,7188,102.24948875255623,221.0
7055,7250,99.9000999000999,250.0
7055,7250,99.9000999000999,250.0
7056,7156,48.85197850512946,443.0
7056,7160,51.440329218106996,750.0
7056,7420,107.52688172043011,443.0
7057,7215,64.22607578676943,221.0
7057,7215,64.22607578676943,221.0
7058,7095,129.70168612191958,2295.0
7058,7406,1369.8630136986303,2020.0
7059,7407,225.22522522522524,443.0
7060,7129,18.846588767433094,149.0
7067,7245,21.123785382340515,98.0
7067,7291,23.39728591483388,98.0
7067,7344,40.832993058391175,98.0
7068,7305,48.78048780487805,548.0
7069,7413,17.10571330824495,149.0
7070,7100,23.12673450508788,221.0
7070,7257,28.264556246466928,98.0
7070,7317,27.72387025228722,221.0
7070,7398,94.0733772342427,149.0
7071,7123,34.98950314905528,221.0
7071,7408,11.749500646222534,221.0
7072,7084,41.75365344467641,221.0
7072,7084,41.75365344467641,221.0
7073,7171,63.492063492063494,443.0
7073,7205,25.451768897938408,548.0
7074,7405,48.379293662312534,149.0
7075,7387,12.537612838515548,221.0
7075,7387,12.537612838515548,221.0
7075,7398,26.15746795710175,221.0
7075,7398,26.15746795710175,221.0
7076,7204,581.3953488372093,2020.0
7076,7422,134.9527665317139,2020.0
7077,7282,111.60714285714286,523.0
7078,7206,27.085590465872155,149.0
7078,7279,53.676865271068166,221.0
7078,7279,53.676865271068166,221.0
7083,7105,43.859649122807014,548.0
7083,7171,53.05039787798409,548.0
7083,7184,23.11604253351826,443.0
7083,7264,78.61635220125785,647.0
7083,7423,80.97165991902834,443.0
7085,7244,13.574046423238768,221.0
7085,7244,13.574046423238768,221.0
7085,7412,47.05882352941176,221.0
7085,7412,47.05882352941176,221.0
7086,7222,43.87889425186485,149.0
7086,7419,15.4320987654321,221.0
7086,7419,15.4320987654321,221.0
7087,7127,51.41388174807199,250.0
7087,7127,51.41388174807199,250.0
7087,7127,51.41388174807199,250.0
7087,7127,51.41388174807199,250.0
7087,7127,51.41388174807199,250.0
7087,7127,51.41388174807199,250.0
7087,7127,51.41388174807199,250.0
7087,7127,51.41388174807199,250.0
7087,7127,51.41388174807199,250.0
7087,7221,34.81894150417828,250.0
7087,7221,34.81894150417828,250.0
7087,7221,34.81894150417828,250.0
7087,7336,87.48906386701663,250.0
7087,7336,87.48906386701663,250.0
